symbol,name,token
GLOBUSSPR-EQ,GLOBUSSPR,17424
GLOSTERLTD-EQ,GLOSTERLTD,23590
GMBREW-EQ,GMBREW,1168
GMDCLTD-EQ,GMDCLTD,5204
GMMPFAUDLR-EQ,GMMPFAUDLR,1570
GMRAIRPORT-EQ,GMRAIRPORT,13528
GMRP&UI-EQ,GMRP&UI,8529
GNA-EQ,GNA,18571
GNFC-EQ,GNFC,1174
GOACARBON-EQ,GOACARBON,14687
GOCLCORP-EQ,GOCLCORP,3963
GOCOLORS-EQ,GOCOLORS,6964
GODFRYPHLP-EQ,GODFRYPHLP,1181
GODIGIT-EQ,GODIGIT,23799
GODREJAGRO-EQ,GODREJAGRO,144
GODREJCP-EQ,GODREJCP,10099
GODREJIND-EQ,GODREJIND,10925
GODREJPROP-EQ,GODREJPROP,17875
GOKEX-EQ,GOKEX,11778
GOKUL-EQ,GOKUL,16705
GOKULAGRO-EQ,GOKULAGRO,14480
GOLD1-EQ,GOLD1,14858
GOLD360-EQ,GOLD360,30105
GOLDBEES-EQ,GOLDBEES,14428
GOLDCASE-EQ,GOLDCASE,22901
GOLDETF-EQ,GOLDETF,14286
GOLDETFADD-EQ,GOLDETFADD,15356
GOLDIAM-EQ,GOLDIAM,11971
GOLDIETF-EQ,GOLDIETF,19679
GOLDSHARE-EQ,GOLDSHARE,14535
GOLDTECH-EQ,GOLDTECH,9874
GOODLUCK-EQ,GOODLUCK,6125
GOPAL-EQ,GOPAL,23066
GOYALALUM-EQ,GOYALALUM,11787
GPIL-EQ,GPIL,13409
GPPL-EQ,GPPL,19731
GPTHEALTH-EQ,GPTHEALTH,22846
GPTINFRA-EQ,GPTINFRA,17685
GRANULES-EQ,GRANULES,11872
GRAPHITE-EQ,GRAPHITE,592
GRASIM-EQ,GRASIM,1232
GRAVITA-EQ,GRAVITA,20534
GREAVESCOT-EQ,GREAVESCOT,1235
GREENLAM-EQ,GREENLAM,6848
GREENPANEL-EQ,GREENPANEL,13810
GREENPLY-EQ,GREENPLY,3987
GREENPOWER-EQ,GREENPOWER,20110
GRINDWELL-EQ,GRINDWELL,13560
GRINFRA-EQ,GRINFRA,5054
GRMOVER-EQ,GRMOVER,10871
GROWWDEFNC-EQ,GROWWDEFNC,25758
GROWWEV-EQ,GROWWEV,24798
GROWWGOLD-EQ,GROWWGOLD,25872
GROWWLIQID-EQ,GROWWLIQID,25447
GROWWLOVOL-EQ,GROWWLOVOL,758300
GROWWMOM50-EQ,GROWWMOM50,756086
GROWWN200-EQ,GROWWN200,29872
GROWWNET-EQ,GROWWNET,757814
GROWWRAIL-EQ,GROWWRAIL,29527
GROWWSLVR-EQ,GROWWSLVR,756827
GRPLTD-EQ,GRPLTD,6543
GRSE-EQ,GRSE,5475
GRWRHITECH-EQ,GRWRHITECH,7982
GSEC10ABSL-EQ,GSEC10ABSL,24847
GSEC10IETF-EQ,GSEC10IETF,13143
GSEC10YEAR-EQ,GSEC10YEAR,14938
GSEC5IETF-EQ,GSEC5IETF,8342
GSFC-EQ,GSFC,1247
GSLSU-EQ,GSLSU,14599
GSPL-EQ,GSPL,13197
GSS-EQ,GSS,15347
GTL-EQ,GTL,1162
GTLINFRA-EQ,GTLINFRA,13745
GTPL-EQ,GTPL,21195
GUFICBIO-EQ,GUFICBIO,11606
GUJALKALI-EQ,GUJALKALI,1267
GUJAPOLLO-EQ,GUJAPOLLO,14677
GUJGASLTD-EQ,GUJGASLTD,10599
GUJRAFFIA-EQ,GUJRAFFIA,4548
GUJTHEM-EQ,GUJTHEM,29731
GULFOILLUB-EQ,GULFOILLUB,4391
GULFPETRO-EQ,GULFPETRO,11581
GULPOLY-EQ,GULPOLY,6286
GVPTECH-EQ,GVPTECH,10865
GVT&D-EQ,GVT&D,16783
HAL-EQ,HAL,2303
HAPPSTMNDS-EQ,HAPPSTMNDS,48
HAPPYFORGE-EQ,HAPPYFORGE,20854
HARIOMPIPE-EQ,HARIOMPIPE,8968
HARRMALAYA-EQ,HARRMALAYA,1313
HARSHA-EQ,HARSHA,11162
HATHWAY-EQ,HATHWAY,18154
HATSUN-EQ,HATSUN,3892
HAVELLS-EQ,HAVELLS,9819
HBLENGINE-EQ,HBLENGINE,13966
HCG-EQ,HCG,15555
HCLTECH-EQ,HCLTECH,7229
HDBFS-EQ,HDBFS,757772
HDFCAMC-EQ,HDFCAMC,4244
HDFCBANK-EQ,HDFCBANK,1333
HDFCBSE500-EQ,HDFCBSE500,14230
HDFCGOLD-EQ,HDFCGOLD,19543
HDFCGROWTH-EQ,HDFCGROWTH,11241
HDFCLIFE-EQ,HDFCLIFE,467
HDFCLIQUID-EQ,HDFCLIQUID,18279
HDFCLOWVOL-EQ,HDFCLOWVOL,11547
HDFCMID150-EQ,HDFCMID150,14236
HDFCMOMENT-EQ,HDFCMOMENT,11538
HDFCNEXT50-EQ,HDFCNEXT50,10619
HDFCNIF100-EQ,HDFCNIF100,10633
HDFCNIFBAN-EQ,HDFCNIFBAN,22433
HDFCNIFIT-EQ,HDFCNIFIT,12101
HDFCNIFTY-EQ,HDFCNIFTY,11591
HDFCPSUBK-EQ,HDFCPSUBK,22595
HDFCPVTBAN-EQ,HDFCPVTBAN,12108
HDFCQUAL-EQ,HDFCQUAL,11255
HDFCSENSEX-EQ,HDFCSENSEX,11593
HDFCSILVER-EQ,HDFCSILVER,10876
HDFCSML250-EQ,HDFCSML250,14233
HDFCVALUE-EQ,HDFCVALUE,11260
HEADSUP-EQ,HEADSUP,19205
HEALTHADD-EQ,HEALTHADD,22592
HEALTHIETF-EQ,HEALTHIETF,3626
HEALTHY-EQ,HEALTHY,6297
HEG-EQ,HEG,1336
HEIDELBERG-EQ,HEIDELBERG,2316
HEMIPROP-EQ,HEMIPROP,701
HERANBA-EQ,HERANBA,2614
HERITGFOOD-EQ,HERITGFOOD,4598
HEROMOTOCO-EQ,HEROMOTOCO,1348
HESTERBIO-EQ,HESTERBIO,7048
HEUBACHIND-EQ,HEUBACHIND,715
HEXATRADEX-EQ,HEXATRADEX,27008
HEXT-EQ,HEXT,29666
HFCL-EQ,HFCL,21951
HGINFRA-EQ,HGINFRA,1672
HGS-EQ,HGS,14712
HIKAL-EQ,HIKAL,9668
HIMATSEIDE-EQ,HIMATSEIDE,1360
HINDALCO-EQ,HINDALCO,1363
HINDCOMPOS-EQ,HINDCOMPOS,1372
HINDCON-EQ,HINDCON,4920
HINDCOPPER-EQ,HINDCOPPER,17939
HINDOILEXP-EQ,HINDOILEXP,1403
HINDPETRO-EQ,HINDPETRO,1406
HINDUNILVR-EQ,HINDUNILVR,1394
HINDWAREAP-EQ,HINDWAREAP,15883
HINDZINC-EQ,HINDZINC,1424
HIRECT-EQ,HIRECT,13890
HISARMETAL-EQ,HISARMETAL,19322
HITECH-EQ,HITECH,2868
HITECHCORP-EQ,HITECHCORP,15161
HLEGLAS-EQ,HLEGLAS,2289
HLVLTD-EQ,HLVLTD,1448
HMAAGRO-EQ,HMAAGRO,17053
HMVL-EQ,HMVL,19211
HNDFDS-EQ,HNDFDS,12173
HNGSNGBEES-EQ,HNGSNGBEES,18284
HOMEFIRST-EQ,HOMEFIRST,2056
HONASA-EQ,HONASA,19813
HONAUT-EQ,HONAUT,3417
HONDAPOWER-EQ,HONDAPOWER,3138
HPAL-EQ,HPAL,7376
HPIL-EQ,HPIL,11796
HPL-EQ,HPL,18679
HSCL-EQ,HSCL,14334
HUBTOWN-EQ,HUBTOWN,14203
HUDCO-EQ,HUDCO,20825
HUHTAMAKI-EQ,HUHTAMAKI,2562
HYUNDAI-EQ,HYUNDAI,25844
ICEMAKE-EQ,ICEMAKE,489
ICICIB22-EQ,ICICIB22,522
ICICIBANK-EQ,ICICIBANK,4963
ICICIGI-EQ,ICICIGI,21770
ICICIPRULI-EQ,ICICIPRULI,18652
ICIL-EQ,ICIL,11987
ICRA-EQ,ICRA,14523
IDBI-EQ,IDBI,1476
IDEA-EQ,IDEA,14366
IDEAFORGE-EQ,IDEAFORGE,17140
IDFCFIRSTB-EQ,IDFCFIRSTB,11184
IDFNIFTYET-EQ,IDFNIFTYET,18783
IEX-EQ,IEX,220
IFBIND-EQ,IFBIND,1485
IFCI-EQ,IFCI,1491
IFGLEXPOR-EQ,IFGLEXPOR,436
IGARASHI-EQ,IGARASHI,634
IGCL-EQ,IGCL,757801
IGIL-EQ,IGIL,28378
IGL-EQ,IGL,11262
IGPL-EQ,IGPL,14086
IIFL-EQ,IIFL,11809
IIFLCAPS-EQ,IIFLCAPS,13072
IKIO-EQ,IKIO,16822
IKS-EQ,IKS,28125
IMAGICAA-EQ,IMAGICAA,7672
IMFA-EQ,IMFA,19235
IMPAL-EQ,IMPAL,12009
INDBANK-EQ,INDBANK,16933
INDGN-EQ,INDGN,23693
INDHOTEL-EQ,INDHOTEL,1512
INDIACEM-EQ,INDIACEM,1515
INDIAGLYCO-EQ,INDIAGLYCO,1521
INDIAMART-EQ,INDIAMART,10726
INDIANB-EQ,INDIANB,14309
INDIANCARD-EQ,INDIANCARD,4422
INDIANHUME-EQ,INDIANHUME,1530
INDIASHLTR-EQ,INDIASHLTR,20556
INDIGO-EQ,INDIGO,11195
INDIGOPNTS-EQ,INDIGOPNTS,2048
INDNIPPON-EQ,INDNIPPON,4747
INDOAMIN-EQ,INDOAMIN,9116
INDOBORAX-EQ,INDOBORAX,8614
INDOCO-EQ,INDOCO,11677
INDOFARM-EQ,INDOFARM,29025
INDOSTAR-EQ,INDOSTAR,3088
INDOTECH-EQ,INDOTECH,13275
INDOUS-EQ,INDOUS,25503
INDOWIND-EQ,INDOWIND,14952
INDRAMEDCO-EQ,INDRAMEDCO,4751
INDSWFTLTD-EQ,INDSWFTLTD,11602
INDTERRAIN-EQ,INDTERRAIN,21957
INDUSINDBK-EQ,INDUSINDBK,5258
INDUSTOWER-EQ,INDUSTOWER,29135
INFIBEAM-EQ,INFIBEAM,16249
INFOBEAN-EQ,INFOBEAN,11027
INFRABEES-EQ,INFRABEES,20072
INFRAIETF-EQ,INFRAIETF,10723
INFY-EQ,INFY,1594
INGERRAND-EQ,INGERRAND,1597
INNOVACAP-EQ,INNOVACAP,21062
INNOVANA-EQ,INNOVANA,27754
INOXINDIA-EQ,INOXINDIA,20607
INOXWIND-EQ,INOXWIND,7852
INSECTICID-EQ,INSECTICID,14657
INTELLECT-EQ,INTELLECT,5926
INTENTECH-EQ,INTENTECH,20071
INTERNET-EQ,INTERNET,758595
INTLCONV-EQ,INTLCONV,5606
INVENTURE-EQ,INVENTURE,24870
IOB-EQ,IOB,9348
IOC-EQ,IOC,1624
IOLCP-EQ,IOLCP,20413
IONEXCHANG-EQ,IONEXCHANG,1630
IPCALAB-EQ,IPCALAB,1633
IPL-EQ,IPL,4934
IRB-EQ,IRB,15313
IRCON-EQ,IRCON,4986
IRCTC-EQ,IRCTC,13611
IREDA-EQ,IREDA,20261
IRFC-EQ,IRFC,2029
IRMENERGY-EQ,IRMENERGY,19597
ISFT-EQ,ISFT,18479
ISGEC-EQ,ISGEC,3329
IT-EQ,IT,2627
ITBEES-EQ,ITBEES,19084
ITC-EQ,ITC,1660
ITCHOTELS-EQ,ITCHOTELS,29251
ITDC-EQ,ITDC,19299
ITDCEM-EQ,ITDCEM,5622
ITETF-EQ,ITETF,19633
ITETFADD-EQ,ITETFADD,17207
ITI-EQ,ITI,1675
ITIETF-EQ,ITIETF,22365
IVC-EQ,IVC,6711
IVP-EQ,IVP,1681
IVZINGOLD-EQ,IVZINGOLD,18292
IVZINNIFTY-EQ,IVZINNIFTY,24217
IXIGO-EQ,IXIGO,24067
IZMO-EQ,IZMO,14174
J&KBANK-EQ,J&KBANK,5633
JAGRAN-EQ,JAGRAN,13211
JAGSNPHARM-EQ,JAGSNPHARM,4410
JAIBALAJI-EQ,JAIBALAJI,11256
JAICORPLTD-EQ,JAICORPLTD,5143
JAIPURKURT-EQ,JAIPURKURT,5516
JAMNAAUTO-EQ,JAMNAAUTO,20778
JASH-EQ,JASH,13982
JAYAGROGN-EQ,JAYAGROGN,4041
JAYBARMARU-EQ,JAYBARMARU,1708
JAYNECOIND-EQ,JAYNECOIND,2331
JAYSREETEA-EQ,JAYSREETEA,1720
JBCHEPHARM-EQ,JBCHEPHARM,1726
JBMA-EQ,JBMA,11655
JCHAC-EQ,JCHAC,4491
JETFREIGHT-EQ,JETFREIGHT,7211
JGCHEM-EQ,JGCHEM,23056
JHS-EQ,JHS,13720
JINDALPOLY-EQ,JINDALPOLY,1756
JINDALSAW-EQ,JINDALSAW,3024
JINDALSTEL-EQ,JINDALSTEL,6733
JINDRILL-EQ,JINDRILL,13875
JINDWORLD-EQ,JINDWORLD,20642
JIOFIN-EQ,JIOFIN,18143
JISLDVREQS-EQ,JISLDVREQS,25684
JISLJALEQS-EQ,JISLJALEQS,10397
JITFINFRA-EQ,JITFINFRA,19691
JKCEMENT-EQ,JKCEMENT,13270
JKIL-EQ,JKIL,15266
JKLAKSHMI-EQ,JKLAKSHMI,13491
JKPAPER-EQ,JKPAPER,11860
JKTYRE-EQ,JKTYRE,14435
JLHL-EQ,JLHL,18553
JMA-EQ,JMA,7109
JMFINANCIL-EQ,JMFINANCIL,13637
JNKINDIA-EQ,JNKINDIA,23621
JOCIL-EQ,JOCIL,16927
JPOLYINVST-EQ,JPOLYINVST,31507
JPPOWER-EQ,JPPOWER,11763
JSFB-EQ,JSFB,22663
JSL-EQ,JSL,11236
JSWENERGY-EQ,JSWENERGY,17869
JSWINFRA-EQ,JSWINFRA,19020
JSWSTEEL-EQ,JSWSTEEL,11723
JTEKTINDIA-EQ,JTEKTINDIA,3237
JTLIND-EQ,JTLIND,7287
JUBLCPL-EQ,JUBLCPL,29590
JUBLFOOD-EQ,JUBLFOOD,18096
JUBLINGREA-EQ,JUBLINGREA,2783
JUBLPHARMA-EQ,JUBLPHARMA,3637
JUNIORBEES-EQ,JUNIORBEES,10939
JUNIPER-EQ,JUNIPER,22824
JUSTDIAL-EQ,JUSTDIAL,29962
JWL-EQ,JWL,20224
JYOTHYLAB-EQ,JYOTHYLAB,15146
JYOTICNC-EQ,JYOTICNC,21334
JYOTISTRUC-EQ,JYOTISTRUC,1802
KABRAEXTRU-EQ,KABRAEXTRU,1805
KAJARIACER-EQ,KAJARIACER,1808
KAKATCEM-EQ,KAKATCEM,1811
KALAMANDIR-EQ,KALAMANDIR,18755
KALPATARU-EQ,KALPATARU,758558
KALYANIFRG-EQ,KALYANIFRG,15156
KALYANKJIL-EQ,KALYANKJIL,2955
KAMATHOTEL-EQ,KAMATHOTEL,1826
KAMDHENU-EQ,KAMDHENU,13457
KANANIIND-EQ,KANANIIND,25786
KANORICHEM-EQ,KANORICHEM,1835
KANSAINER-EQ,KANSAINER,1196
KAPSTON-EQ,KAPSTON,18967
KARURVYSYA-EQ,KARURVYSYA,1838
KAUSHALYA-EQ,KAUSHALYA,15136
KAYNES-EQ,KAYNES,12092
KCP-EQ,KCP,1841
KCPSUGIND-EQ,KCPSUGIND,4809
KDDL-EQ,KDDL,14908
KEC-EQ,KEC,13260
KECL-EQ,KECL,18220
KEI-EQ,KEI,13310
KELLTONTEC-EQ,KELLTONTEC,13430
KFINTECH-EQ,KFINTECH,13359
KHADIM-EQ,KHADIM,425
KHANDSE-EQ,KHANDSE,9641
KICL-EQ,KICL,21119
KIMS-EQ,KIMS,4847
KINGFA-EQ,KINGFA,18944
KIOCL-EQ,KIOCL,19126
KIRIINDUS-EQ,KIRIINDUS,16639
KIRLOSBROS-EQ,KIRLOSBROS,18581
KIRLOSENG-EQ,KIRLOSENG,20936
KIRLOSIND-EQ,KIRLOSIND,19025
KIRLPNU-EQ,KIRLPNU,15180
KKCL-EQ,KKCL,13381
KMEW-EQ,KMEW,27084
KMSUGAR-EQ,KMSUGAR,14667
KNRCON-EQ,KNRCON,15283
KOHINOOR-EQ,KOHINOOR,3009
KOKUYOCMLN-EQ,KOKUYOCMLN,16827
KOLTEPATIL-EQ,KOLTEPATIL,15124
KOPRAN-EQ,KOPRAN,1919
KOTAKBANK-EQ,KOTAKBANK,1922
KOTARISUG-EQ,KOTARISUG,11647
KOTHARIPET-EQ,KOTHARIPET,4594
KOTHARIPRO-EQ,KOTHARIPRO,5528
KPEL-EQ,KPEL,27079
KPIGREEN-EQ,KPIGREEN,5108
KPIL-EQ,KPIL,1814
KPITTECH-EQ,KPITTECH,9683
KPRMILL-EQ,KPRMILL,14912
KRBL-EQ,KRBL,10577
KRISHANA-EQ,KRISHANA,12847
KRITIKA-EQ,KRITIKA,9288
KRITINUT-EQ,KRITINUT,11432
KRN-EQ,KRN,25643
KRONOX-EQ,KRONOX,24025
KROSS-EQ,KROSS,25252
KRSNAA-EQ,KRSNAA,5359
KSB-EQ,KSB,1949
KSCL-EQ,KSCL,14972
KSHITIJPOL-EQ,KSHITIJPOL,10407
KSL-EQ,KSL,18889
KSOLVES-EQ,KSOLVES,11060
KTKBANK-EQ,KTKBANK,8054
KUANTUM-EQ,KUANTUM,13870
LAGNAM-EQ,LAGNAM,5865
LALPATHLAB-EQ,LALPATHLAB,11654
LAMBODHARA-EQ,LAMBODHARA,6407
LANCORHOL-EQ,LANCORHOL,23027
LANDMARK-EQ,LANDMARK,13276
LAOPALA-EQ,LAOPALA,14423
LATENTVIEW-EQ,LATENTVIEW,6818
LATTEYS-EQ,LATTEYS,15840
LAURUSLABS-EQ,LAURUSLABS,19234
LAXMICOT-EQ,LAXMICOT,6568
LAXMIDENTL-EQ,LAXMIDENTL,29171
LEMONTREE-EQ,LEMONTREE,2606
LFIC-EQ,LFIC,7902
LGBBROSLTD-EQ,LGBBROSLTD,18321
LGHL-EQ,LGHL,19876
LIBAS-EQ,LIBAS,11082
LICHSGFIN-EQ,LICHSGFIN,1997
LICI-EQ,LICI,9480
LICMFGOLD-EQ,LICMFGOLD,25640
LICNETFGSC-EQ,LICNETFGSC,6062
LICNETFN50-EQ,LICNETFN50,11319
LICNETFSEN-EQ,LICNETFSEN,11441
LICNFNHGP-EQ,LICNFNHGP,15229
LICNMID100-EQ,LICNMID100,22722
LIKHITHA-EQ,LIKHITHA,578
LINCOLN-EQ,LINCOLN,11596
LINDEINDIA-EQ,LINDEINDIA,1627
LIQUID-EQ,LIQUID,17572
LIQUID1-EQ,LIQUID1,13950
LIQUIDADD-EQ,LIQUIDADD,23407
LIQUIDBEES-EQ,LIQUIDBEES,11006
LIQUIDBETF-EQ,LIQUIDBETF,23915
LIQUIDCASE-EQ,LIQUIDCASE,21750
LIQUIDETF-EQ,LIQUIDETF,1927
LIQUIDIETF-EQ,LIQUIDIETF,4838
LIQUIDPLUS-EQ,LIQUIDPLUS,27075
LIQUIDSBI-EQ,LIQUIDSBI,19705
LIQUIDSHRI-EQ,LIQUIDSHRI,24374
LLOYDSENGG-EQ,LLOYDSENGG,17801
LLOYDSENT-EQ,LLOYDSENT,25807
LLOYDSME-EQ,LLOYDSME,17313
LMW-EQ,LMW,1979
LODHA-EQ,LODHA,3220
LOKESHMACH-EQ,LOKESHMACH,13436
LORDSCHLO-EQ,LORDSCHLO,18232
LOTUSEYE-EQ,LOTUSEYE,16807
LOVABLE-EQ,LOVABLE,22415
LOWVOL-EQ,LOWVOL,14786
LOWVOL1-EQ,LOWVOL1,8632
LOWVOLIETF-EQ,LOWVOLIETF,21254
LPDC-EQ,LPDC,16863
LT-EQ,LT,11483
LTF-EQ,LTF,24948
LTFOODS-EQ,LTFOODS,13816
LTGILTBEES-EQ,LTGILTBEES,17700
LTIM-EQ,LTIM,17818
LTTS-EQ,LTTS,18564
LUMAXIND-EQ,LUMAXIND,2018
LUMAXTECH-EQ,LUMAXTECH,14014
LUPIN-EQ,LUPIN,10440
LUXIND-EQ,LUXIND,11301
LXCHEM-EQ,LXCHEM,2841
LYKALABS-EQ,LYKALABS,2028
M&M-EQ,M&M,2031
M&MFIN-EQ,M&MFIN,13285
MADHAV-EQ,MADHAV,15151
MADRASFERT-EQ,MADRASFERT,4911
MAFANG-EQ,MAFANG,3507
MAGADSUGAR-EQ,MAGADSUGAR,21392
MAGNUM-EQ,MAGNUM,14957
MAHABANK-EQ,MAHABANK,11377
MAHAPEXLTD-EQ,MAHAPEXLTD,5239
MAHEPC-EQ,MAHEPC,17603
MAHESHWARI-EQ,MAHESHWARI,9576
MAHKTECH-EQ,MAHKTECH,7074
MAHLIFE-EQ,MAHLIFE,8050
MAHLOG-EQ,MAHLOG,385
MAHSCOOTER-EQ,MAHSCOOTER,2085
MAHSEAMLES-EQ,MAHSEAMLES,2088
MAITHANALL-EQ,MAITHANALL,24538
MAKEINDIA-EQ,MAKEINDIA,7979
MALLCOM-EQ,MALLCOM,7965
MALUPAPER-EQ,MALUPAPER,13352
MAMATA-EQ,MAMATA,28687
MANAKALUCO-EQ,MANAKALUCO,7420
MANAKCOAT-EQ,MANAKCOAT,7413
MANAKSIA-EQ,MANAKSIA,15199
MANALIPETC-EQ,MANALIPETC,13796
MANAPPURAM-EQ,MANAPPURAM,19061
MANBA-EQ,MANBA,25597
MANCREDIT-EQ,MANCREDIT,24823
MANGALAM-EQ,MANGALAM,11817
MANGCHEFER-EQ,MANGCHEFER,15007
MANGLMCEM-EQ,MANGLMCEM,2106
MANINDS-EQ,MANINDS,11884
MANINFRA-EQ,MANINFRA,18226
MANKIND-EQ,MANKIND,15380
MANOMAY-EQ,MANOMAY,13753
MANORAMA-EQ,MANORAMA,10227
MANYAVAR-EQ,MANYAVAR,8167
MAPMYINDIA-EQ,MAPMYINDIA,7227
MARALOVER-EQ,MARALOVER,2112
MARATHON-EQ,MARATHON,18659
MARICO-EQ,MARICO,4067
MARKSANS-EQ,MARKSANS,10579
MARUTI-EQ,MARUTI,10999
MASFIN-EQ,MASFIN,199
MASPTOP50-EQ,MASPTOP50,5782
MASTEK-EQ,MASTEK,2124
MASTERTR-EQ,MASTERTR,27047
MATRIMONY-EQ,MATRIMONY,21726
MAWANASUG-EQ,MAWANASUG,17022
MAXESTATES-EQ,MAXESTATES,19646
MAXHEALTH-EQ,MAXHEALTH,22377
MAXIND-EQ,MAXIND,22428
MAYURUNIQ-EQ,MAYURUNIQ,28906
MAZDA-EQ,MAZDA,18866
MAZDOCK-EQ,MAZDOCK,509
MBAPL-EQ,MBAPL,12686
MBLINFRA-EQ,MBLINFRA,18029
MCL-EQ,MCL,22360
MCLEODRUSS-EQ,MCLEODRUSS,11943
MCLOUD-EQ,MCLOUD,29482
MCX-EQ,MCX,31181
MEDANTA-EQ,MEDANTA,11956
MEDIASSIST-EQ,MEDIASSIST,21705
MEDICAMEQ-EQ,MEDICAMEQ,6278
MEDICO-EQ,MEDICO,9667
MEDPLUS-EQ,MEDPLUS,7254
MEGASTAR-EQ,MEGASTAR,8153
MENONBE-EQ,MENONBE,6961
METAL-EQ,METAL,25744
METALIETF-EQ,METALIETF,24861
METROBRAND-EQ,METROBRAND,7242
METROPOLIS-EQ,METROPOLIS,9581
MFSL-EQ,MFSL,2142
MGEL-EQ,MGEL,1593
MGL-EQ,MGL,17534
MHLXMIRU-EQ,MHLXMIRU,7886
MHRIL-EQ,MHRIL,17333
MICEL-EQ,MICEL,7169
MID150-EQ,MID150,30469
MID150BEES-EQ,MID150BEES,8506
MID150CASE-EQ,MID150CASE,24077
MIDCAP-EQ,MIDCAP,8077
MIDCAPETF-EQ,MIDCAPETF,8413
MIDCAPIETF-EQ,MIDCAPIETF,17152
MIDHANI-EQ,MIDHANI,2463
MIDQ50ADD-EQ,MIDQ50ADD,7456
MIDSELIETF-EQ,MIDSELIETF,17702
MIDSMALL-EQ,MIDSMALL,23855
MINDACORP-EQ,MINDACORP,25897
MIRCELECTR-EQ,MIRCELECTR,2202
MIRZAINT-EQ,MIRZAINT,4394
MITCON-EQ,MITCON,8469
MITTAL-EQ,MITTAL,18562
MMFL-EQ,MMFL,13844
MMP-EQ,MMP,16395
MMTC-EQ,MMTC,17957
MNC-EQ,MNC,10676
MOALPHA50-EQ,MOALPHA50,757669
MOBIKWIK-EQ,MOBIKWIK,28046
MOCAPITAL-EQ,MOCAPITAL,30065
MODEFENCE-EQ,MODEFENCE,24944
MODISONLTD-EQ,MODISONLTD,3316
MODTHREAD-EQ,MODTHREAD,2241
MOGSEC-EQ,MOGSEC,1507
MOHEALTH-EQ,MOHEALTH,10508
MOHITIND-EQ,MOHITIND,29423
MOIL-EQ,MOIL,20830
MOINFRA-EQ,MOINFRA,757031
MOKSH-EQ,MOKSH,3586
MOL-EQ,MOL,5394
MOLDTECH-EQ,MOLDTECH,17625
MOLDTKPAC-EQ,MOLDTKPAC,6713
MOLOWVOL-EQ,MOLOWVOL,8654
MOM100-EQ,MOM100,21423
MOM30IETF-EQ,MOM30IETF,10585
MOM50-EQ,MOM50,19289
MOMENTUM-EQ,MOMENTUM,10693
MOMENTUM50-EQ,MOMENTUM50,25606
MOMGF-EQ,MOMGF,757099
MOMIDMTM-EQ,MOMIDMTM,757817
MOMOMENTUM-EQ,MOMOMENTUM,8182
MON100-EQ,MON100,22739
MON50EQUAL-EQ,MON50EQUAL,756900
MONARCH-EQ,MONARCH,7679
MONEXT50-EQ,MONEXT50,757167
MONIFTY500-EQ,MONIFTY500,19237
MONQ50-EQ,MONQ50,7422
MONTECARLO-EQ,MONTECARLO,5938
MOPSE-EQ,MOPSE,757431
MOQUALITY-EQ,MOQUALITY,10822
MOREALTY-EQ,MOREALTY,23184
MOREPENLAB-EQ,MOREPENLAB,2259
MOSCHIP-EQ,MOSCHIP,29459
MOSMALL250-EQ,MOSMALL250,23181
MOTHERSON-EQ,MOTHERSON,4204
MOTILALOFS-EQ,MOTILALOFS,14947
MOTISONS-EQ,MOTISONS,20788
MOTOGENFIN-EQ,MOTOGENFIN,2268
MOTOUR-EQ,MOTOUR,757443
MOVALUE-EQ,MOVALUE,10825
MPHASIS-EQ,MPHASIS,4503
MPSLTD-EQ,MPSLTD,10578
MRF-EQ,MRF,2277
MRPL-EQ,MRPL,2283
MSCIINDIA-EQ,MSCIINDIA,29758
MSPL-EQ,MSPL,11919
MSTCLTD-EQ,MSTCLTD,9356
MSUMI-EQ,MSUMI,8596
MTARTECH-EQ,MTARTECH,2709
MTNL-EQ,MTNL,2294
MUFIN-EQ,MUFIN,19783
MUFTI-EQ,MUFTI,20878
MUKANDLTD-EQ,MUKANDLTD,11325
MUKKA-EQ,MUKKA,22980
MUKTAARTS-EQ,MUKTAARTS,8687
MULTICAP-EQ,MULTICAP,25080
MUNJALAU-EQ,MUNJALAU,13511
MUNJALSHOW-EQ,MUNJALSHOW,2307
MURUDCERA-EQ,MURUDCERA,2313
MUTHOOTCAP-EQ,MUTHOOTCAP,10415
MUTHOOTFIN-EQ,MUTHOOTFIN,23650
MUTHOOTMF-EQ,MUTHOOTMF,20831
MVGJL-EQ,MVGJL,19015
N1NSETEST-EQ,N1NSETEST,12848
NAGAFERT-EQ,NAGAFERT,17295
NAGREEKCAP-EQ,NAGREEKCAP,14942
NAGREEKEXP-EQ,NAGREEKEXP,14702
NAHARSPING-EQ,NAHARSPING,14440
NAM-INDIA-EQ,NAM-INDIA,357
NARMADA-EQ,NARMADA,11627
NATCAPSUQ-EQ,NATCAPSUQ,29583
NATCOPHARM-EQ,NATCOPHARM,3918
NATIONALUM-EQ,NATIONALUM,6364
NAUKRI-EQ,NAUKRI,13751
NAVA-EQ,NAVA,4014
NAVINFLUOR-EQ,NAVINFLUOR,14672
NAVKARCORP-EQ,NAVKARCORP,10557
NAVNETEDUL-EQ,NAVNETEDUL,2385
NAZARA-EQ,NAZARA,2987
NBCC-EQ,NBCC,31415
NBIFIN-EQ,NBIFIN,19111
NCC-EQ,NCC,2319
NCLIND-EQ,NCLIND,14490
NDGL-EQ,NDGL,18371
NDL-EQ,NDL,31258
