symbol,token,name,lotsize
RPEL,24735,RPEL,1
OSWALAGRO,2514,OSWALAGRO,1
APLLTD,25328,APLLTD,1
DIFFNKG,25672,DIFFNKG,1
POLYMED,25718,POLYMED,1
VIKASECO,25756,VIKASECO,1
AFFORDABLE,25855,AFFORDABLE,1
WAAREEENER,25907,WAAREEENER,1
SEAMECLTD,2616,SEAMECLTD,1
DIVOPPBEES,2636,DIVOPPBEES,1
PIDILITIND,2664,PIDILITIND,1
SAGILITY,27052,SAGILITY,1
ACMESOLAR,27061,ACMESOLAR,1
SURAKSHA,27334,SURAKSHA,1
EASEMYTRIP,2792,EASEMYTRIP,1
MOBIKWIK,28046,MOBIKWIK,1
RANASUG,2837,RANASUG,1
HITECH,2868,HITECH,1
DUCON,28952,DUCON,1
ONESOURCE,29224,ONESOURCE,1
VMART,29284,VMART,1
MCLOUD,29482,MCLOUD,1
QPOWER,29711,QPOWER,1
PRABHA,30134,PRABHA,1
SESHAPAPER,3066,SESHAPAPER,1
RHIM,31163,RHIM,1
NITIRAJ,3247,NITIRAJ,1
AGARIND,3389,AGARIND,1
TIRUMALCHM,3496,TIRUMALCHM,1
ADANIGREEN,3563,ADANIGREEN,1
MOKSH,3586,MOKSH,1
SINTERCOM,381,SINTERCOM,1
VIPIND,3703,VIPIND,1
GLOBE,393,GLOBE,1
CAPLIPOINT,3906,CAPLIPOINT,1
PREMIERPOL,3908,PREMIERPOL,1
BEPL,419,BEPL,1
PANACEABIO,4055,PANACEABIO,1
IFGLEXPOR,436,IFGLEXPOR,1
JCHAC,4491,JCHAC,1
RAMCOIND,4587,RAMCOIND,1
DODLA,4822,DODLA,1
ICICIBANK,4963,ICICIBANK,1
SHARDACROP,4992,SHARDACROP,1
MAZDOCK,509,MAZDOCK,1
GRINFRA,5054,GRINFRA,1
TATVA,5162,TATVA,1
BPL,530,BPL,1
BRITANNIA,547,BRITANNIA,1
SERVOTECH,5507,SERVOTECH,1
ABSLAMC,6018,ABSLAMC,1
CHAMBLFERT,637,CHAMBLFERT,1
TECH,6462,TECH,1
FINOPB,6579,FINOPB,1
DMCC,6973,DMCC,1
MICEL,7169,MICEL,1
JETFREIGHT,7211,JETFREIGHT,1
SETFNN50,7353,SETFNN50,1
SBIETFIT,740,SBIETFIT,1
RAJESHEXPO,7401,RAJESHEXPO,1
MIDQ50ADD,7456,MIDQ50ADD,1
ABLBL,756843,ABLBL,1
MOALPHA50,757669,MOALPHA50,1
ANTHEM,757885,ANTHEM,1
BORANA,757919,BORANA,1
QUALITY30,757946,QUALITY30,1
CGPOWER,760,CGPOWER,1
WEL,7835,WEL,1
BIL,7848,BIL,1
AUTOBEES,7880,AUTOBEES,1
ZYDUSLIFE,7929,ZYDUSLIFE,1
AVANTIFEED,7936,AVANTIFEED,1
SPENCERS,8163,SPENCERS,1
MUKTAARTS,8687,MUKTAARTS,1
DRREDDY,881,DRREDDY,1
SHAILY,8727,SHAILY,1
GAEL,8828,GAEL,1
USHAMART,8840,USHAMART,1
ELECTCAST,928,ELECTCAST,1
IOB,9348,IOB,1
PNCINFRA,9385,PNCINFRA,1
LICI,9480,LICI,1
ESABINDIA,955,ESABINDIA,1
MEDICO,9667,MEDICO,1
EMUDHRA,9756,EMUDHRA,1
SMARTLINK,9889,SMARTLINK,1
AXITA,9902,AXITA,1
YUKEN,5501,YUKEN,1
LIKHITHA,578,LIKHITHA,1
CARBORUNIV,595,CARBORUNIV,1
PARAS,5911,PARAS,1
BSLSENETFG,5957,BSLSENETFG,1
LICNETFGSC,6062,LICNETFGSC,1
BHAGCHEM,6164,BHAGCHEM,1
FCL,6198,FCL,1
GULPOLY,6286,GULPOLY,1
SIGACHI,6663,SIGACHI,1
MOLDTKPAC,6713,MOLDTKPAC,1
SBC,6792,SBC,1
VISHNU,6908,VISHNU,1
GANECOS,6944,GANECOS,1
MAPMYINDIA,7227,MAPMYINDIA,1
UDAICEMENT,7276,UDAICEMENT,1
SUPRIYA,7390,SUPRIYA,1
TREJHARA,7518,TREJHARA,1
CIFL,756015,CIFL,1
ENRIN,756871,ENRIN,1
MONEXT50,757167,MONEXT50,1
TRAVELFOOD,757545,TRAVELFOOD,1
ARISINFRA,757614,ARISINFRA,1
PICCADIL,757754,PICCADIL,1
PASHUPATI,757955,PASHUPATI,1
SMARTWORKS,757965,SMARTWORKS,1
ELLEN,758563,ELLEN,1
BCONCEPTS,7780,BCONCEPTS,1
SILVER,8003,SILVER,1
KTKBANK,8054,KTKBANK,1
GSEC5IETF,8342,GSEC5IETF,1
TVSMOTOR,8479,TVSMOTOR,1
AKSHOPTFBR,8591,AKSHOPTFBR,1
ELDEHSG,8953,ELDEHSG,1
HARIOMPIPE,8968,HARIOMPIPE,1
EQUITASBNK,913,EQUITASBNK,1
ARVINDFASN,9111,ARVINDFASN,1
TAJGVK,9354,TAJGVK,1
MSTCLTD,9356,MSTCLTD,1
DPABHUSHAN,936,DPABHUSHAN,1
METROPOLIS,9581,METROPOLIS,1
DELHIVERY,9599,DELHIVERY,1
RELCHEMQ,9652,RELCHEMQ,1
HAVELLS,9819,HAVELLS,1
WEWIN,9862,WEWIN,1
CHEVIOT,9879,CHEVIOT,1
ALANKIT,9921,ALANKIT,1
J&KBANK,5633,J&KBANK,1
LAGNAM,5865,LAGNAM,1
AIROLAM,6068,AIROLAM,1
MEDICAMEQ,6278,MEDICAMEQ,1
SONATSOFTW,6596,SONATSOFTW,1
POLICYBZR,6656,POLICYBZR,1
LATENTVIEW,6818,LATENTVIEW,1
CHOLAFIN,685,CHOLAFIN,1
RPPL,6913,RPPL,1
TARSONS,6943,TARSONS,1
DICIND,703,DICIND,1
SHRADHA,708,SHRADHA,1
HEUBACHIND,715,HEUBACHIND,1
HCLTECH,7229,HCLTECH,1
ALPHA,7412,ALPHA,1
WOCKPHARMA,7506,WOCKPHARMA,1
PROSTARM,758173,PROSTARM,1
AUTOIETF,7844,AUTOIETF,1
MIDCAP,8077,MIDCAP,1
FIBERWEB,8159,FIBERWEB,1
DCW,817,DCW,1
MOMOMENTUM,8182,MOMOMENTUM,1
ASTRON,874,ASTRON,1
EIHOTEL,919,EIHOTEL,1
PGHL,940,PGHL,1
RITCO,8944,RITCO,1
AGROPHOS,9046,AGROPHOS,1
POLYCAB,9590,POLYCAB,1
ETHOSLTD,9750,ETHOSLTD,1
EPL,981,EPL,1
GRSE,5475,GRSE,1
VIJAYA,5585,VIJAYA,1
GANESHBE,5614,GANESHBE,1
AXISCETF,5732,AXISCETF,1
CYIENT,5748,CYIENT,1
MASPTOP50,5782,MASPTOP50,1
BANKNIFTY1,5851,BANKNIFTY1,1
AXISBANK,5900,AXISBANK,1
SOUTHBANK,5948,SOUTHBANK,1
CESC,628,CESC,1
HEALTHY,6297,HEALTHY,1
DNAMEDIA,641,DNAMEDIA,1
APOLSINHOT,6302,APOLSINHOT,1
GRPLTD,6543,GRPLTD,1
STARHEALTH,7083,STARHEALTH,1
TEGA,7105,TEGA,1
BBETF0432,7196,BBETF0432,1
SHRIRAMPPS,7200,SHRIRAMPPS,1
ABSLNN50ET,7339,ABSLNN50ET,1
DATAPATTNS,7358,DATAPATTNS,1
STAR,7374,STAR,1
MANAKCOAT,7413,MANAKCOAT,1
COSMOFIRST,742,COSMOFIRST,1
UNITEDPOLY,7560,UNITEDPOLY,1
NPST,756324,NPST,1
THELEELA,757014,THELEELA,1
RAJOOENG,757049,RAJOOENG,1
AONENIFTY,757096,AONENIFTY,1
EQUAL50,757142,EQUAL50,1
SCODATUBES,757478,SCODATUBES,1
GROWWLOVOL,758300,GROWWLOVOL,1
INTERNET,758595,INTERNET,1
SHREERAMA,7627,SHREERAMA,1
DALMIASUG,781,DALMIASUG,1
ALEMBICLTD,79,ALEMBICLTD,1
GEPIL,7862,GEPIL,1
MANYAVAR,8167,MANYAVAR,1
BLUESTARCO,8311,BLUESTARCO,1
LOWVOL1,8632,LOWVOL1,1
VRLLOG,8696,VRLLOG,1
PNBGILTS,8736,PNBGILTS,1
TNIDETF,8882,TNIDETF,1
ANUP,9014,ANUP,1
RVNL,9552,RVNL,1
ESCORTS,958,ESCORTS,1
NEOGEN,9917,NEOGEN,1
SETFNIF50,10176,SETFNIF50,1
NGLFINE,10277,NGLFINE,1
POWERMECH,10473,POWERMECH,1
UTINIFTETF,10511,UTINIFTETF,1
MNC,10676,MNC,1
FOSECOIND,1073,FOSECOIND,1
UNIONBANK,10753,UNIONBANK,1
NUCLEUS,10791,NUCLEUS,1
DBOL,10893,DBOL,1
MARUTI,10999,MARUTI,1
BANKIETF,11037,BANKIETF,1
LIBAS,11082,LIBAS,1
BAGFILMS,11226,BAGFILMS,1
HDFCGROWTH,11241,HDFCGROWTH,1
UNIENTER,11293,UNIENTER,1
PVTBANIETF,11386,PVTBANIETF,1
CENTEXT,11511,CENTEXT,1
TCS,11536,TCS,1
HDFCLOWVOL,11547,HDFCLOWVOL,1
LINCOLN,11596,LINCOLN,1
NTPC,11630,NTPC,1
JKPAPER,11860,JKPAPER,1
ICIL,11987,ICIL,1
FCSSOFT,11999,FCSSOFT,1
AEROENTER,12015,AEROENTER,1
SCPL,12072,SCPL,1
GSFC,1247,GSFC,1
SWSOLAR,12489,SWSOLAR,1
DJML,12749,DJML,1
GFLLIMITED,1289,GFLLIMITED,1
ABB,13,ABB,1
UNIPARTS,13057,UNIPARTS,1
QUICKHEAL,13116,QUICKHEAL,1
BALPHARMA,13441,BALPHARMA,1
KAMDHENU,13457,KAMDHENU,1
NECCLTD,13522,NECCLTD,1
VOLTAMP,13577,VOLTAMP,1
ANDHRSUGAR,136,ANDHRSUGAR,1
TALBROAUTO,13648,TALBROAUTO,1
GLOBALVECT,13735,GLOBALVECT,1
ORIENTBELL,14278,ORIENTBELL,1
GANESHHOUC,14339,GANESHHOUC,1
IDEA,14366,IDEA,1
POCL,14385,POCL,1
PHOENIXLTD,14552,PHOENIXLTD,1
AROGRANITE,14557,AROGRANITE,1
TIMETECHNO,14707,TIMETECHNO,1
AXSENSEX,14742,AXSENSEX,1
NELCAST,14761,NELCAST,1
TARMAT,14771,TARMAT,1
131NSETEST,14778,131NSETEST,1
USK,14871,USK,1
CIEINDIA,14937,CIEINDIA,1
INDOWIND,14952,INDOWIND,1
CSBBANK,14966,CSBBANK,1
RELIGARE,15068,RELIGARE,1
SILVERETF,15085,SILVERETF,1
INDIACEM,1515,INDIACEM,1
MANAKSIA,15199,MANAKSIA,1
VIRINCHI,15295,VIRINCHI,1
EIHAHOTELS,15399,EIHAHOTELS,1
HCG,15555,HCG,1
IPCALAB,1633,IPCALAB,1
RPGLIFE,16725,RPGLIFE,1
TOUCHWOOD,16908,TOUCHWOOD,1
ASHOKAMET,16943,ASHOKAMET,1
ARMANFIN,17263,ARMANFIN,1
RAMASTEEL,10300,RAMASTEEL,1
LUPIN,10440,LUPIN,1
NAVKARCORP,10557,NAVKARCORP,1
CANBK,10794,CANBK,1
GODREJIND,10925,GODREJIND,1
RADAAN,10932,RADAAN,1
SATIA,11045,SATIA,1
CREATIVE,11155,CREATIVE,1
COFFEEDAY,11165,COFFEEDAY,1
INDIGO,11195,INDIGO,1
JSL,11236,JSL,1
GICHSGFIN,1139,GICHSGFIN,1
GIPCL,1145,GIPCL,1
DCI,11566,DCI,1
BOHRAIND,11640,BOHRAIND,1
GMBREW,1168,GMBREW,1
SUPRAJIT,11689,SUPRAJIT,1
JBMA,11655,JBMA,1
GOKEX,11778,GOKEX,1
SAKSOFT,11794,SAKSOFT,1
SHOPERSTOP,11813,SHOPERSTOP,1
MANGALAM,11817,MANGALAM,1
WELCORP,11821,WELCORP,1
CYBERMEDIA,11842,CYBERMEDIA,1
VHL,11892,VHL,1
YESBANK,11915,YESBANK,1
MCLEODRUSS,11943,MCLEODRUSS,1
ESG,1200,ESG,1
MEDANTA,11956,MEDANTA,1
BBTCL,12153,BBTCL,1
PRECAM,12603,PRECAM,1
MBAPL,12686,MBAPL,1
G1NSETEST,12842,G1NSETEST,1
SARVESHWAR,12913,SARVESHWAR,1
NPBET,12978,NPBET,1
AIAENG,13086,AIAENG,1
ENIL,13192,ENIL,1
LANDMARK,13276,LANDMARK,1
SDBL,1338,SDBL,1
BHAGERIA,13400,BHAGERIA,1
RATNAMANI,13451,RATNAMANI,1
MUNJALAU,13511,MUNJALAU,1
HIMATSEIDE,1360,HIMATSEIDE,1
ELECON,13643,ELECON,1
FIEMIND,13710,FIEMIND,1
JHS,13720,JHS,1
SANGHVIMOV,14058,SANGHVIMOV,1
GANDHITUBE,14116,GANDHITUBE,1
HINDZINC,1424,HINDZINC,1
GOLDETF,14286,GOLDETF,1
AMDIND,14398,AMDIND,1
SANOFI,1442,SANOFI,1
BFUTILITIE,14567,BFUTILITIE,1
GOACARBON,14687,GOACARBON,1
LOWVOL,14786,LOWVOL,1
061NSETEST,14762,061NSETEST,1
ADSL,14813,ADSL,1
SAHYADRI,14900,SAHYADRI,1
KDDL,14908,KDDL,1
MAGNUM,14957,MAGNUM,1
SHIVAMILLS,1497,SHIVAMILLS,1
POWERGRID,14977,POWERGRID,1
CERA,15039,CERA,1
AVALON,15058,AVALON,1
PSUBANK,15061,PSUBANK,1
INDHOTEL,1512,INDHOTEL,1
RAIN,15337,RAIN,1
APOLLOHOSP,157,APOLLOHOSP,1
SHALPAINTS,15342,SHALPAINTS,1
NESCO,15409,NESCO,1
LATTEYS,15840,LATTEYS,1
BHARATWIRE,16123,BHARATWIRE,1
TATAINVEST,1621,TATAINVEST,1
ANIKINDS,16657,ANIKINDS,1
BAJAJFINSV,16675,BAJAJFINSV,1
PTCIL,16682,PTCIL,1
ITI,1675,ITI,1
IVP,1681,IVP,1
SINDHUTRAD,16859,SINDHUTRAD,1
HMAAGRO,17053,HMAAGRO,1
ARE&M,100,ARE&M,1
AARON,1030,AARON,1
RADHIKAJWE,10343,RADHIKAJWE,1
AXISBNKETF,1044,AXISBNKETF,1
JISLJALEQS,10397,JISLJALEQS,1
ARVSMART,10457,ARVSMART,1
MOHEALTH,10508,MOHEALTH,1
MPSLTD,10578,MPSLTD,1
MARKSANS,10579,MARKSANS,1
GRMOVER,10871,GRMOVER,1
INFOBEAN,11027,INFOBEAN,1
JAIBALAJI,11256,JAIBALAJI,1
LICNETFSEN,11441,LICNETFSEN,1
NIITLTD,11522,NIITLTD,1
HDFCNIFTY,11591,HDFCNIFTY,1
INDSWFTLTD,11602,INDSWFTLTD,1
NEWGEN,1164,NEWGEN,1
ASTRAMICRO,11618,ASTRAMICRO,1
KOTARISUG,11647,KOTARISUG,1
CONSOFINVT,11731,CONSOFINVT,1
SUKHJITS,11804,SUKHJITS,1
SHAHALLOYS,11856,SHAHALLOYS,1
KANSAINER,1196,KANSAINER,1
ACI,12024,ACI,1
BASML,12034,BASML,1
CASTROLIND,1250,CASTROLIND,1
TEAMLEASE,12716,TEAMLEASE,1
NITINSPIN,13175,NITINSPIN,1
COMMOIETF,13198,COMMOIETF,1
KEC,13260,KEC,1
BLKASHYAP,13290,BLKASHYAP,1
NITCO,13300,NITCO,1
HDFCBANK,1333,HDFCBANK,1
SOLARINDS,13332,SOLARINDS,1
RADIANTCMS,13580,RADIANTCMS,1
IRCTC,13611,IRCTC,1
HINDCOMPOS,1372,HINDCOMPOS,1
GREENPANEL,13810,GREENPANEL,1
RUCHIRA,13821,RUCHIRA,1
JINDRILL,13875,JINDRILL,1
PRAENG,13941,PRAENG,1
ABSLBANETF,13987,ABSLBANETF,1
ZEEMEDIA,14003,ZEEMEDIA,1
HINDOILEXP,1403,HINDOILEXP,1
SAGCEM,14068,SAGCEM,1
PTL,14101,PTL,1
PFC,14299,PFC,1
APOLLOPIPE,14361,APOLLOPIPE,1
BALAMINES,14501,BALAMINES,1
PSUBNKIETF,14584,PSUBNKIETF,1
WEBELSOLAR,14602,WEBELSOLAR,1
101NSETEST,14772,101NSETEST,1
111NSETEST,14774,111NSETEST,1
OMAXE,14853,OMAXE,1
KPRMILL,14912,KPRMILL,1
GSEC10YEAR,14938,GSEC10YEAR,1
KSCL,14972,KSCL,1
DELTACORP,15044,DELTACORP,1
RGL,15129,RGL,1
KAUSHALYA,15136,KAUSHALYA,1
KALYANIFRG,15156,KALYANIFRG,1
KIRLPNU,15180,KIRLPNU,1
AMBIKCO,15234,AMBIKCO,1
HITECHCORP,15161,HITECHCORP,1
DHANI,15384,DHANI,1
RACE,15391,RACE,1
APCOTEXIND,154,APCOTEXIND,1
DPSCLTD,15419,DPSCLTD,1
GILLETTE,1576,GILLETTE,1
ITC,1660,ITC,1
UBL,16713,UBL,1
IONEXCHANG,1630,IONEXCHANG,1
PATANJALI,17029,PATANJALI,1
JAYBARMARU,1708,JAYBARMARU,1
ASPINWALL,17270,ASPINWALL,1
GODREJCP,10099,GODREJCP,1
BALKRISHNA,10181,BALKRISHNA,1
GUJGASLTD,10599,GUJGASLTD,1
BHARTIARTL,10604,BHARTIARTL,1
HDFCNEXT50,10619,HDFCNEXT50,1
HDFCNIF100,10633,HDFCNIF100,1
PNB,10666,PNB,1
NIFTYQLITY,10690,NIFTYQLITY,1
SURANAT&P,10700,SURANAT&P,1
INFRAIETF,10723,INFRAIETF,1
MOVALUE,10825,MOVALUE,1
GARFIBRES,1100,GARFIBRES,1
DIVISLAB,10940,DIVISLAB,1
DCMNVL,11039,DCMNVL,1
NSIL,11239,NSIL,1
HDFCQUAL,11255,HDFCQUAL,1
IGL,11262,IGL,1
GHCL,1127,GHCL,1
AFFLE,11343,AFFLE,1
PETRONET,11351,PETRONET,1
PTC,11355,PTC,1
VAIBHAVGBL,11364,VAIBHAVGBL,1
AMBICAAGAR,11496,AMBICAAGAR,1
COFORGE,11543,COFORGE,1
SALSTEEL,11634,SALSTEEL,1
LALPATHLAB,11654,LALPATHLAB,1
XCHANGING,11705,XCHANGING,1
GNFC,1174,GNFC,1
JSWSTEEL,11723,JSWSTEEL,1
ALLDIGI,11798,ALLDIGI,1
GLAND,1186,GLAND,1
SURYALAXMI,11852,SURYALAXMI,1
GEOJITFSL,11896,GEOJITFSL,1
MSPL,11919,MSPL,1
AURIONPRO,12022,AURIONPRO,1
RENUKA,12026,RENUKA,1
KAYNES,12092,KAYNES,1
FINIETF,12578,FINIETF,1
N1NSETEST,12848,N1NSETEST,1
SAFARI,13035,SAFARI,1
360ONE,13061,360ONE,1
SILVER1,13082,SILVER1,1
PVRINOX,13147,PVRINOX,1
CELEBRITY,13162,CELEBRITY,1
KKCL,13381,KKCL,1
ALLCARGO,13501,ALLCARGO,1
GRINDWELL,13560,GRINDWELL,1
ATLANTAA,13585,ATLANTAA,1
ACE,13587,ACE,1
DCBBANK,13725,DCBBANK,1
NAUKRI,13751,NAUKRI,1
BANCOINDIA,13880,BANCOINDIA,1
HIRECT,13890,HIRECT,1
NFL,13925,NFL,1
TANLA,13976,TANLA,1
AGI,1412,AGI,1
AUTOIND,14106,AUTOIND,1
PITTIENG,14134,PITTIENG,1
UNOMINDA,14154,UNOMINDA,1
REDINGTON,14255,REDINGTON,1
EMBDL,14450,EMBDL,1
FORTIS,14592,FORTIS,1
GUJAPOLLO,14677,GUJAPOLLO,1
ADVANIHOTR,14745,ADVANIHOTR,1
051NSETEST,14758,051NSETEST,1
IDBI,1476,IDBI,1
151NSETEST,14782,151NSETEST,1
VIPCLOTHNG,14843,VIPCLOTHNG,1
ALPA,14848,ALPA,1
IFCI,1491,IFCI,1
MOTILALOFS,14947,MOTILALOFS,1
BRIGADE,15184,BRIGADE,1
UJJIVANSFB,15228,UJJIVANSFB,1
LICNFNHGP,15229,LICNFNHGP,1
ONMOBILE,15278,ONMOBILE,1
CORDSCABLE,15271,CORDSCABLE,1
MANKIND,15380,MANKIND,1
TITAGARH,15414,TITAGARH,1
TARC,1581,TARC,1
LINDEINDIA,1627,LINDEINDIA,1
ALMONDZ,16719,ALMONDZ,1
DPWIRES,16900,DPWIRES,1
20MICRONS,16921,20MICRONS,1
SHARIABEES,17044,SHARIABEES,1
MIDCAPIETF,17152,MIDCAPIETF,1
NEXT50,17181,NEXT50,1
SHRIPISTON,17186,SHRIPISTON,1
NAGAFERT,17295,NAGAFERT,1
LLOYDSME,17313,LLOYDSME,1
MANORAMA,10227,MANORAMA,1
FINPIPE,1041,FINPIPE,1
MUTHOOTCAP,10415,MUTHOOTCAP,1
SATIN,10453,SATIN,1
SHARDAMOTR,10530,SHARDAMOTR,1
MOM30IETF,10585,MOM30IETF,1
SHREEPUSHK,10588,SHREEPUSHK,1
OLECTRA,10637,OLECTRA,1
PONNIERODE,10661,PONNIERODE,1
INDIAMART,10726,INDIAMART,1
ZENSARTECH,1076,ZENSARTECH,1
TMB,10945,TMB,1
SHRENIK,11149,SHRENIK,1
APOLLO,1134,APOLLO,1
SIL,11297,SIL,1
LICNETFN50,11319,LICNETFN50,1
XPROINDIA,11407,XPROINDIA,1
SPANDANA,11435,SPANDANA,1
LT,11483,LT,1
TRACXN,11582,TRACXN,1
GUFICBIO,11606,GUFICBIO,1
GTL,1162,GTL,1
PATELENG,11699,PATELENG,1
GOYALALUM,11787,GOYALALUM,1
NH,11840,NH,1
GRANULES,11872,GRANULES,1
MANINDS,11884,MANINDS,1
SASKEN,11983,SASKEN,1
IMPAL,12009,IMPAL,1
HDFCNIFIT,12101,HDFCNIFIT,1
GRASIM,1232,GRASIM,1
GREAVESCOT,1235,GREAVESCOT,1
GUJALKALI,1267,GUJALKALI,1
11NSETEST,12841,11NSETEST,1
ORIENTCER,13111,ORIENTCER,1
GSPL,13197,GSPL,1
JKCEMENT,13270,JKCEMENT,1
KFINTECH,13359,KFINTECH,1
PIONEEREMB,13463,PIONEEREMB,1
SELAN,13598,SELAN,1
BANKETFADD,13644,BANKETFADD,1
ACLGATI,13688,ACLGATI,1
SIYSIL,14096,SIYSIL,1
TIIL,14223,TIIL,1
HDFCMID150,14236,HDFCMID150,1
JKTYRE,14435,JKTYRE,1
DLF,14732,DLF,1
041NSETEST,14755,041NSETEST,1
161NSETEST,14784,161NSETEST,1
SPARC,14788,SPARC,1
IFBIND,1485,IFBIND,1
CENTRALBK,14894,CENTRALBK,1
ADANIPORTS,15083,ADANIPORTS,1
KOLTEPATIL,15124,KOLTEPATIL,1
JYOTHYLAB,15146,JYOTHYLAB,1
ARIES,15204,ARIES,1
CEATLTD,15254,CEATLTD,1
RVHL,1565,RVHL,1
MGEL,1593,MGEL,1
HINDWAREAP,15883,HINDWAREAP,1
INGERRAND,1597,INGERRAND,1
PAVNAIND,16192,PAVNAIND,1
APOLLOTYRE,163,APOLLOTYRE,1
EBBETF0430,16253,EBBETF0430,1
MMP,16395,MMP,1
GOKUL,16705,GOKUL,1
ARCHIDPLY,16795,ARCHIDPLY,1
LOTUSEYE,16807,LOTUSEYE,1
ALKALI,16959,ALKALI,1
SUMICHEM,17105,SUMICHEM,1
PARAGMILK,17130,PARAGMILK,1
EXCEL,17376,EXCEL,1
SALONA,17351,SALONA,1
UTKARSHBNK,17358,UTKARSHBNK,1
BANKETF,17419,BANKETF,1
VINATIORGA,17364,VINATIORGA,1
SETF10GILT,17395,SETF10GILT,1
NETWEB,17433,NETWEB,1
NV20IETF,17475,NV20IETF,1
LTGILTBEES,17700,LTGILTBEES,1
ASTEC,17728,ASTEC,1
SARDAEN,17758,SARDAEN,1
QUAL30IETF,17808,QUAL30IETF,1
NESTLEIND,17963,NESTLEIND,1
TRF,17987,TRF,1
ADVENZYMES,18039,ADVENZYMES,1
CONCORDBIO,18060,CONCORDBIO,1
JUBLFOOD,18096,JUBLFOOD,1
IVZINGOLD,18292,IVZINGOLD,1
VPRPL,18341,VPRPL,1
RBLBANK,18391,RBLBANK,1
POWERINDIA,18457,POWERINDIA,1
IDFNIFTYET,18783,IDFNIFTYET,1
VERTOZ,18863,VERTOZ,1
KAPSTON,18967,KAPSTON,1
MANAPPURAM,19061,MANAPPURAM,1
KIOCL,19126,KIOCL,1
ARVIND,193,ARVIND,1
BLISSGVS,19265,BLISSGVS,1
HISARMETAL,19322,HISARMETAL,1
LIQUIDSBI,19705,LIQUIDSBI,1
LGHL,19876,LGHL,1
ASHOKA,20182,ASHOKA,1
LYKALABS,2028,LYKALABS,1
FEDFINA,20322,FEDFINA,1
WIPL,20481,WIPL,1
PRUDMOULI,20527,PRUDMOULI,1
SUPERHOUSE,20616,SUPERHOUSE,1
PENIND,20621,PENIND,1
HAPPYFORGE,20854,HAPPYFORGE,1
SUMMITSEC,21275,SUMMITSEC,1
PALASHSECU,21383,PALASHSECU,1
MAGADSUGAR,21392,MAGADSUGAR,1
THEINVEST,21427,THEINVEST,1
APEX,21623,APEX,1
BRNL,21683,BRNL,1
AKG,2176,AKG,1
ACC,22,ACC,1
DHUNINV,22233,DHUNINV,1
WORTH,22277,WORTH,1
MOREPENLAB,2259,MOREPENLAB,1
SIGNPOST,22656,SIGNPOST,1
ENTERO,22717,ENTERO,1
MON100,22739,MON100,1
GOPAL,23066,GOPAL,1
JAYNECOIND,2331,JAYNECOIND,1
TARACHAND,23512,TARACHAND,1
TOP100CASE,24081,TOP100CASE,1
RELAXO,24225,RELAXO,1
STANLEY,24226,STANLEY,1
LIQUIDSHRI,24374,LIQUIDSHRI,1
RUSHIL,24595,RUSHIL,1
BSLNIFTY,24781,BSLNIFTY,1
UNIECOM,24809,UNIECOM,1
FIRSTCRY,24814,FIRSTCRY,1
ORIENTPPR,2496,ORIENTPPR,1
WINDMACHIN,24969,WINDMACHIN,1
MULTICAP,25080,MULTICAP,1
GALAPREC,25134,GALAPREC,1
TOP10ADD,25171,TOP10ADD,1
SANOFICONR,25222,SANOFICONR,1
GROWWLIQID,25447,GROWWLIQID,1
TRITURBINE,25584,TRITURBINE,1
3PLAND,2595,3PLAND,1
VSSL,27067,VSSL,1
BUTTERFLY,2716,BUTTERFLY,1
AUROPHARMA,275,AUROPHARMA,1
INNOVANA,27754,INNOVANA,1
RAYMOND,2859,RAYMOND,1
SANATHAN,28805,SANATHAN,1
CONSUMER,28969,CONSUMER,1
INDOFARM,29025,INDOFARM,1
STALLION,29204,STALLION,1
MOHITIND,29423,MOHITIND,1
MOSCHIP,29459,MOSCHIP,1
NATCAPSUQ,29583,NATCAPSUQ,1
MSCIINDIA,29758,MSCIINDIA,1
BAJAJHIND,308,BAJAJHIND,1
MCX,31181,MCX,1
SMLISUZU,3387,SMLISUZU,1
TATACONSUM,3432,TATACONSUM,1
TATAMOTORS,3456,TATAMOTORS,1
TFCILTD,3466,TFCILTD,1
VSTIND,3724,VSTIND,1
VENKEYS,3757,VENKEYS,1
WILLAMAGOR,3772,WILLAMAGOR,1
WIPRO,3787,WIPRO,1
TOKYOPLAST,3837,TOKYOPLAST,1
SOMANYCERA,3880,SOMANYCERA,1
21STCENMGM,4,21STCENMGM,1
NIACL,399,NIACL,1
TNPL,3980,TNPL,1
SBCL,4656,SBCL,1
SONACOMS,4684,SONACOMS,1
SHYAMMETL,4693,SHYAMMETL,1
LIQUIDIETF,4838,LIQUIDIETF,1
IPL,4934,IPL,1
ADROITINFO,4953,ADROITINFO,1
SGIL,5114,SGIL,1
ANTGRAPHIC,5194,ANTGRAPHIC,1
ALIVUS,5265,ALIVUS,1
NGIL,5401,NGIL,1
DAMODARIND,17541,DAMODARIND,1
NIITMTS,17747,NIITMTS,1
SOMICONVEY,17794,SOMICONVEY,1
AWHCL,1797,AWHCL,1
BAYERCROP,17927,BAYERCROP,1
YASHO,18131,YASHO,1
DOLPHIN,18139,DOLPHIN,1
EMMBI,18142,EMMBI,1
TEXMOPIPES,18214,TEXMOPIPES,1
HNGSNGBEES,18284,HNGSNGBEES,1
NDGL,18371,NDGL,1
ISFT,18479,ISFT,1
KIRLOSBROS,18581,KIRLOSBROS,1
ICICIPRULI,18652,ICICIPRULI,1
